date,nav,day_change,fund_code,fund_name
2021-01-06,86.6295,-0.01660000000001105,119533,HDFC Mid-Cap Opportunities Fund
2021-01-07,86.6436,0.014100000000013324,119533,HDFC Mid-Cap Opportunities Fund
2021-01-08,86.6776,0.033999999999991815,119533,HDFC Mid-Cap Opportunities Fund
2021-01-11,86.5508,-0.1268000000000029,119533,HDFC Mid-Cap Opportunities Fund
2021-01-12,86.4832,-0.06759999999999877,119533,HDFC Mid-Cap Opportunities Fund
2021-01-13,86.4578,-0.02539999999999054,119533,HDFC Mid-Cap Opportunities Fund
2021-01-14,86.372,-0.0858000000000061,119533,HDFC Mid-Cap Opportunities Fund
2021-01-15,86.3228,-0.04919999999999902,119533,HDFC Mid-Cap Opportunities Fund
2021-01-18,86.2552,-0.06759999999999877,119533,HDFC Mid-Cap Opportunities Fund
2021-01-19,86.2692,0.013999999999995794,119533,HDFC Mid-Cap Opportunities Fund
2021-01-20,86.3041,0.03490000000000748,119533,HDFC Mid-Cap Opportunities Fund
2021-01-21,86.3049,0.0007999999999981355,119533,HDFC Mid-Cap Opportunities Fund
2021-01-22,86.2872,-0.017700000000004934,119533,HDFC Mid-Cap Opportunities Fund
2021-01-25,86.3135,0.026300000000006207,119533,HDFC Mid-Cap Opportunities Fund
2021-01-27,86.3269,0.013399999999990087,119533,HDFC Mid-Cap Opportunities Fund
